x,y,centr_id
313.855,120.2,3
450.012,469.767,1
200.198,312.633,0
402.148,454.106,2
343.507,421.105,2
391.584,129.786,3
435.542,95.1125,4
229.655,354.774,0
482.401,113.007,4
375.66,83.7509,3
383.268,98.1946,3
325.062,106.795,3
352.511,128.172,3
401.336,86.2117,3
386.915,207.612,4
321.128,150.541,3
375.534,443.912,2
342.582,200.205,3
481.936,72.061,4
367.137,29.505,3
225.342,331.157,0
214.675,303.658,0
394.883,515.192,2
496.079,476.787,1
453.707,181.237,4
524.905,501.244,1
441.273,152.515,4
465.832,151.56,4
163.447,257.615,0
368.053,67.0304,3
347.711,464.402,2
440.22,479.378,1
330.906,153.406,3
366.703,40.0983,3
400.537,488.674,2
381.857,506.43,2
510.892,454.074,1
441.298,47.7913,4
467.912,150.597,4
202.529,332.749,0
280.066,145.768,3
176.133,213.271,0
339.503,496.054,2
353.75,145.978,3
372.345,487.683,2
269.217,132.232,3
368.003,523.793,2
313.755,447.853,2
358.665,437.783,2
460.11,475.408,1
163.52,323.683,0
387.122,90.7646,3
426.895,152.99,4
412.472,106.769,4
462.287,434.097,1
323.201,461.438,2
500.492,115.817,4
542.621,472.981,1
447.81,457.273,1
402.307,110.83,4
353.7,47.4988,3
375.879,154.767,3
282.724,117.082,3
363.423,142.155,3
357.727,100.074,3
417.337,505.024,2
234.175,281.424,0
405.564,489.435,2
510.276,196.644,4
472.192,558.542,1
434.959,134.534,4
428.628,523.716,2
404.02,216.988,4
371.137,53.6079,3
405.91,490.646,2
396.648,489.022,2
455.593,443.87,1
409.972,165.213,4
428.701,134.417,4
374.788,115.705,3
166.462,269.653,0
421.802,123.737,4
468.844,124.135,4
355.548,141.185,3
457.305,45.2038,4
344.304,516.367,2
329.22,544.584,2
392.844,158.323,4
501.55,119.907,4
391.522,522.766,2
195.456,350.05,0
422,470.507,1
348.333,87.1247,3
387.662,568.066,2
336.457,21.2018,3
369.086,86.1738,3
187.871,292.346,0
453.745,515.226,1
145.735,268.886,0
364.228,92.9201,3
193.1,314.505,0
431.68,520.653,2
406.172,122.735,4
221.537,296.563,0
376.012,502.358,2
454.451,477.387,1
357.171,96.9162,3
480.002,551.57,1
267.239,267.816,0
389.645,550.831,2
348.872,535.551,2
414.136,440.429,1
395.761,499.574,2
194.218,287.427,0
212.123,344.212,0
397.203,423.004,1
490.085,91.577,4
445.792,445.041,1
483.712,125.422,4
355.242,541.338,2
438.302,133.837,4
391.677,494.764,2
171.047,243.49,0
203.428,320.889,0
190.361,299.594,0
363.795,119.854,3
501.082,63.6755,4
447.961,469.343,1
327.104,64.4236,3
461.171,170.758,4
374.22,95.3568,3
429.545,129.321,4
282.982,275.457,0
475.586,139.159,4
370.688,492.512,2
460.262,435.34,1
249.562,253.57,0
209.229,304.878,0
316.542,493.929,2
354.964,98.6162,3
477.186,489.435,1
220.159,316.072,0
436.627,158.636,4
202.594,345.917,0
378.779,47.8659,3
464.067,557.55,1
203.256,318.004,0
193.055,293.24,0
340.178,536.37,2
470.979,154.26,4
426.783,103.977,4
374.046,59.7356,3
392.448,165.591,4
474.753,436.821,1
371.78,449.674,2
433.427,392.112,1
167.207,390.237,0
486.193,538.873,1
405.621,156.274,4
374.496,513.596,2
363.34,110.989,3
331.689,99.8633,3
432.662,136.985,4
418.871,98.5106,4
318.006,173.486,3
473.92,541.93,1
457.924,464.049,1
297.736,351.289,0
202.709,296.805,0
449.355,175.31,4
378.683,127.115,3
426.527,493.604,2
257.656,330.427,0
460.018,430.216,1
358.331,109.701,3
457.606,461.265,1
196.218,274.268,0
442.441,556.436,2
361.741,117.745,3
512.514,179.22,4
441.962,546.164,2
305.803,47.8588,3
203.562,353.096,0
434.226,141.146,4
394.427,412.375,1
314.538,29.0883,3
264.178,322.526,0
404.256,491.836,2
190.175,344.073,0
499.683,524.975,1
451.64,475.81,1
171.073,319.283,0
513.188,442.895,1
395.931,497.128,2
466.524,515.228,1
439.657,133.174,4
313.824,464.794,2
386.761,167.178,4
453.583,456.583,1
441.165,566.17,2
283.217,240.272,0
487.346,64.2584,4
218.261,213.638,0
286.301,64.5771,3
423.287,72.5778,4
358.628,103.729,3
382.879,78.1766,3
374.224,538.276,2
208.666,304.7,0
189.356,310.363,0
357.244,95.4522,3
389.824,89.6306,3
400.392,96.5053,3
436.256,440.049,1
421.106,464.148,1
423.84,485.764,2
374.191,112.603,3
439.648,123.946,4
345.482,72.3017,3
343.5,130.38,3
361.628,468.508,2
230.596,367.107,0
358.096,106.269,3
363.359,468.069,2
430.585,87.7592,4
430.009,51.2789,4
440.277,532.871,2
279.879,273.538,0
361.466,100.77,3
353.56,472.461,2
353.17,98.2327,3
414.62,494.89,2
518.467,87.3507,4
378.494,445.497,2
417.665,488.683,2
409.1,43.8425,3
348.356,60.3318,3
355.362,127.242,3
211,376.628,0
413.537,70.6037,4
419.021,497.57,2
437.325,156.901,4
488.239,199.353,4
178.099,257.456,0
385.325,108.57,3
233.267,262.466,0
281.823,354.981,0
391.289,463.962,2
364.76,166.504,3
431.333,459.994,1
420.149,466.62,1
414.571,523.948,2
423.938,105.959,4
263.033,324.657,0
380.214,177.188,4
427.375,44.5343,4
345.868,533.499,2
218.26,308.282,0
359.033,468.009,2
313.297,519.27,2
501.325,460.156,1
452.331,456.312,1
418.989,507.27,2
427.706,443.83,1
455.346,477.839,1
355.794,103.713,3
454.466,473.887,1
406.316,505.756,2
353.111,103.798,3
362.951,428.502,2
221.114,325.179,0
404.812,431.104,1
435.679,504.318,1
377.934,401.464,2
194.831,294.909,0
283.579,49.6152,3
345.287,552.227,2
400.272,489.767,2
480.962,522.685,1
325.962,555.717,2
459.039,399.39,1
135.576,277.042,0
404.976,76.9127,3
376.636,36.5688,3
465.818,508.336,1
254.121,258.787,0
451.876,68.9523,4
357.914,507.279,2
360.147,433.3,2
214.261,362.41,0
184.148,297.64,0
436.26,520.315,2
389.985,120.865,3
185.505,289.625,0
234.159,397.179,0
343.514,100.105,3
381.24,495.618,2
384.502,425.334,2
393.2,524.57,2
431.993,458.542,1
485.001,129.132,4
287.191,366.665,0
356.444,101.354,3
437.612,127.19,4
452.169,573.57,2
374.689,168.155,3
423.23,565.524,2
416.629,423.208,1
394.972,70.0037,3
503.422,92.0156,4
410.918,549.286,2
381.339,500.678,2
225.842,358.525,0
389.757,458.671,2
274.384,343.313,0
145.909,276.426,0
445.83,148.102,4
476.984,482.946,1
446.449,528.238,1
193.231,343.269,0
214.347,304.16,0
414.761,102.58,4
198.797,314.407,0
312.308,113.057,3
366.482,476.843,2
441.396,484.87,1
425.895,133.433,4
488.703,439.159,1
394.405,138.041,4
392.158,439.171,2
421.264,420.125,1
349.262,439.755,2
211.124,307.637,0
255.608,268.292,0
456.59,120.327,4
427.599,129.41,4
421.332,541.013,2
291.612,28.3734,3
485.578,528.475,1
516.297,175.931,4
377.065,139.866,3
451.34,424.365,1
446.472,453.275,1
409.33,417.227,1
482.364,421.16,1
432.879,109.137,4
282.067,165.801,3
371.116,124.151,3
396.655,491.94,2
168.128,271.87,0
473.681,47.445,4
444.9,528.343,2
443.999,149.486,4
353.908,80.0304,3
400.6,91.0245,3
397.677,82.212,3
443.753,456.43,1
485.003,147.694,4
426.057,162.028,4
339.712,438.551,2
466.483,133.947,4
390.122,578.576,2
456.997,381.735,1
476.688,146.873,4
288.815,108.778,3
169.874,348.261,0
516.55,522.25,1
374.963,55.3632,3
528.772,411.353,1
374.787,467.694,2
399.82,494.885,2
490.491,157.321,4
487.426,206.64,4
410.88,482.191,2
402.404,458.663,2
394.676,214.307,4
346.083,115.032,3
420.321,51.5342,4
466.966,38.7353,4
380.755,159.402,3
402.685,498.411,2
485.077,79.4395,4
539.035,495.085,1
364.426,106.05,3
467.691,446.045,1
462.34,497.065,1
442.739,132.243,4
468.88,466.242,1
188.848,271.084,0
450.348,489.536,1
410.093,143.038,4
461.349,179.169,4
371.2,477.796,2
204.285,307.435,0
407.996,496.385,2
418.508,546.134,2
451.325,469.321,1
353.082,487.809,2
533.672,480.52,1
362.618,545.693,2
430.784,545.99,2
433.761,142.996,4
396.761,136.703,4
389.842,530.725,2
327.232,154.716,3
383.366,182.74,4
421.903,463.512,1
432.924,507.471,2
465.352,126.948,4
338.207,118.688,3
417.642,172.709,4
257.723,357.152,0
432.87,535.126,2
396.307,529.487,2
397.865,516.769,2
384.849,499.592,2
479.832,458.898,1
392.541,526.327,2
174.875,314.994,0
463.049,508.43,1
175.919,390.036,0
410.9,107.644,4
423.338,121.395,4
250.208,353.404,0
432.525,115.989,4
322.196,91.1937,3
448.687,432.21,1
409.974,447.959,1
436.737,495.663,1
276.694,134.509,3
241.686,351.873,0
187.724,386.815,0
402.295,85.7886,3
151.731,251.315,0
257.956,252.582,0
318.566,191.576,3
373.67,198.602,4
216.871,251.089,0
227.262,291.557,0
178.153,315.414,0
456.206,514.638,1
415.717,216.568,4
308.084,79.71,3
204.729,331.133,0
312.702,451.684,2
391.317,125.916,3
439.268,446.404,1
156.662,230.737,0
243.093,349.4,0
448.73,545.326,2
453.71,64.5501,4
421.276,143.805,4
354.982,101.447,3
330.339,554.745,2
465.503,457.693,1
329.124,123.156,3
250.47,214.737,0
448.907,118.198,4
434.055,166.413,4
398.901,103.266,3
230.727,365.352,0
437.302,133.683,4
442.34,465.898,1
357.517,98.604,3
450.391,478.19,1
442.333,71.3985,4
187.382,263.114,0
406.869,93.8142,4
394.395,100.173,3
493.471,85.5202,4
283.693,331.001,0
366.228,82.5025,3
449.002,495.367,1
323.058,147.455,3
313.733,447.762,2
368.907,196.205,4
451.268,521.411,1
395.989,591.309,2
335.437,160.675,3
369.29,60.2672,3
437.621,462.572,1
429.885,443.612,1
362.645,98.1486,3
334.426,62.9782,3
473.778,523.727,1
455.489,107.973,4
540.721,473.042,1
407.111,133.663,4
336.817,98.8981,3
424.672,485.729,2
360.434,464.649,2
377.803,399.82,2
402.246,540.049,2
471.632,447.83,1
383.641,147.222,3
451.505,464.25,1
454.365,128.516,4
384.294,499.311,2
383.71,450.284,2
476.703,137.284,4
368.891,433.907,2
348.638,49.9822,3
332.772,108.529,3
165.103,353.436,0
462.157,128.473,4
366.312,114.278,3
465.99,501.157,1
436.287,68.651,4
398.002,94.9989,3
464.254,441.426,1
366.212,112.64,3
396.858,448.006,2
236.481,312.275,0
418.135,583.93,2
395.81,485.722,2
354.887,58.1933,3
479.168,159.588,4
456.458,502.313,1
408.245,464.37,2
432.665,112.129,4
473.059,468.565,1
397.886,441.002,2
197.066,248.931,0
382.515,183.447,4
397.135,494.933,2
499.061,487.038,1
423.485,62.1455,4
337.095,91.3337,3
483.106,455.704,1
361.712,446.875,2
295.226,141.946,3
407.395,158.385,4
415.173,77.7335,4
331.351,76.8795,3
462.306,171.681,4
373.148,452.696,2
191.092,320.045,0
205.525,294.8,0
423.33,131.801,4
456.125,98.4806,4
419.919,58.8246,4
393.268,97.5174,3
346.191,87.9386,3
387.161,465.179,2
463.506,430.27,1
346.617,155.009,3
434.964,141.464,4
271.814,288.584,0
312.26,499.538,2
503.39,440.487,1
394.056,485.575,2
446.918,472.719,1
410.549,406.777,1
450.41,104.352,4
472.487,99.8418,4
408.083,432.964,1
203.609,360.779,0
399.481,428.588,1
455.159,371.124,1
288.312,31.5455,3
485.584,396.635,1
245.327,308.216,0
239.56,307.787,0
359.506,445.293,2
320.729,31.716,3
233.237,246.576,0
476.246,111.886,4
297.668,129.604,3
413.044,158.337,4
470.384,66.8213,4
472.389,375.891,1
328.229,124.493,3
475.823,543.815,1
258.637,119.653,3
428.371,141.363,4
357.147,129.404,3
368.195,151.048,3
334.073,65.0299,3
234.029,242.093,0
422.762,86.9301,4
418.385,69.9368,4
204.789,320.377,0
449.296,473.6,1
437.652,132.873,4
327.586,40.5868,3
339.679,139.17,3
353.803,121.577,3
426.354,130.153,4
520.642,497.159,1
358.134,502.653,2
265.742,262.49,0
364.443,112.314,3
485.822,115.304,4
523.062,428.248,1
385.994,173.411,4
398.177,478.956,2
413.202,446.15,1
145.139,230.659,0
266.269,386.548,0
444.484,108.262,4
400.036,439.5,2
479.385,492.885,1
354.739,99.8247,3
303.487,115.837,3
405.445,51.449,3
417.055,103.303,4
388.574,160.58,4
239.644,306.27,0
199.793,306.708,0
365.993,460.49,2
387.363,476.127,2
438.936,573.432,2
373.715,139.301,3
279.156,341.261,0
477.777,540.388,1
303.038,481.933,2
439.274,549.349,2
520.912,426.124,1
445.615,419.883,1
167.758,367.705,0
394.127,398.811,1
336.982,474.805,2
414.885,116.536,4
483.847,73.0244,4
344.488,92.0406,3
283.47,45.931,3
451.658,462.573,1
445.811,106.882,4
457.761,500.988,1
471.118,527.244,1
379.348,511.623,2
216.968,294.481,0
413.529,448.646,1
404.208,515.519,2
407.549,483.745,2
463.045,90.8917,4
173.399,353.749,0
357.855,580.292,2
418.379,96.8272,4
427.873,484.434,1
483.855,473.854,1
363.45,445.999,2
376.877,73.3939,3
374.463,134.584,3
420.434,553.487,2
482.435,206.516,4
213.336,312.172,0
504.902,103.687,4
493.184,446.801,1
368.518,519.458,2
374.972,522.142,2
311.998,483.667,2
371.349,195.207,4
232.246,210.943,0
383.181,107.299,3
295.4,136.536,3
133.251,364.68,0
438.687,172.505,4
344.364,116.889,3
379.043,506.51,2
262.836,359.578,0
472.886,487.37,1
231.256,340.213,0
416.347,126.681,4
420.451,204.609,4
116.253,306.794,0
358.726,97.6464,3
348.907,125.566,3
412.19,534.678,2
279.356,106.037,3
351.238,102.414,3
241.345,390.256,0
403.326,471.567,2
177.909,264.048,0
463.08,129.667,4
205.475,309.743,0
440.455,97.1897,4
402.047,99.4234,3
393.704,77.4435,3
330.684,91.3182,3
396.742,87.7889,3
437.668,138.66,4
223.377,310.203,0
419.935,61.9991,4
517.266,420.963,1
443.571,116.643,4
398.569,82.0685,3
400.507,498.508,2
420.415,487.829,2
458.03,133.626,4
124.682,297.847,0
229.173,222.827,0
447.507,53.2152,4
336.926,429.226,2
350.888,75.9993,3
431.83,447.974,1
431.912,426.211,1
441.968,101.227,4
398.793,67.7394,3
347.151,103.059,3
376.201,494.159,2
166.717,274.537,0
390.639,520.886,2
327.829,173.065,3
408.739,55.87,3
451.02,477.043,1
452.176,516.778,1
198.748,326.056,0
218.145,392.759,0
449.166,85.373,4
405.477,140.337,4
443.212,520.908,1
400.786,523.155,2
379.336,514.536,2
286.096,109.77,3
361.11,94.7286,3
351.566,82.2348,3
441.48,145.623,4
318.068,135.823,3
205.435,320.894,0
372.38,196.561,4
408.742,582.345,2
251.641,274.894,0
433.503,157.116,4
261.117,276.628,0
442.931,58.2457,4
408.964,136.184,4
455.454,482.349,1
368.085,425.601,2
382.261,451.707,2
521.439,90.3034,4
452.676,491.521,1
517.78,155.409,4
387.565,498.454,2
450.605,412.503,1
217.786,272.368,0
514.294,420.538,1
478.396,214.489,4
397.236,432.713,2
433.13,417.9,1
387.938,87.4213,3
209.554,305.428,0
480.249,150.35,4
352.507,112.393,3
432.848,80.3849,4
206.065,305.388,0
422.915,458.027,1
202.076,300.494,0
263.579,275.509,0
343.768,9.95184,3
433.694,190.386,4
425.395,493.719,2
401.783,491.371,2
525.561,443.992,1
339.212,120.689,3
451.635,199.459,4
430.181,141.908,4
365.629,66.81,3
223.617,299.025,0
436.908,135.409,4
399.02,477.574,2
227.855,218.408,0
405.055,86.6002,3
161.797,357.838,0
423.144,486.014,2
357.804,537.204,2
387.144,78.0753,3
354.694,99.4369,3
399.402,545.936,2
353.806,439.55,2
515.921,164.598,4
467.813,108.506,4
417.659,63.2186,4
210.298,330.005,0
206.133,287.953,0
346.541,92.8686,3
229.885,334.844,0
432.528,467.316,1
422.164,544.956,2
436.736,108.551,4
291.891,172.323,3
437.123,129.532,4
458.342,455.218,1
477.039,561.989,1
249.931,251.372,0
419.291,438.962,1
431.283,469.91,1
393.296,132.254,4
412.202,513.324,2
310.246,126.581,3
422.337,119.656,4
446.44,464.654,1
377.962,522.731,2
296.295,101.963,3
388.854,94.5684,3
213.248,313.366,0
488.083,532.414,1
381.649,74.13,3
152.947,224.324,0
335.24,147.785,3
208.794,305.416,0
301.404,481.931,2
316.105,97.9822,3
385.878,187.103,4
476.848,493.77,1
190.294,329.222,0
482.799,148.045,4
464.577,214.891,4
476.815,170.296,4
187.013,281.434,0
265.481,74.0406,3
139.473,239.032,0
432.916,451.859,1
322.836,126.231,3
421.687,503.048,2
403.712,95.0844,3
445.795,455.65,1
431.339,138.674,4
421.256,390.026,1
457.998,111.311,4
408.539,148.38,4
432.076,163.318,4
492.29,149.078,4
437.976,476.592,1
405.68,111.296,4
458.212,129.707,4
451.721,185.528,4
396.664,389.329,1
455.111,498.168,1
338.454,527.009,2
389.976,519.087,2
540.369,456.708,1
383.001,540.682,2
439.827,425.582,1
392.822,89.6251,3
473.709,474.173,1
320.688,449.265,2
504.399,83.2668,4
446.261,130.739,4
424.362,166.718,4
188.898,231.18,0
380.872,111.82,3
436.522,460.94,1
441.328,119.563,4
454.873,476.596,1
210.097,297.897,0
464.814,94.5692,4
413.127,522.399,2
406.509,483.05,2
494.895,521.33,1
209.64,293.422,0
329.577,83.2701,3
452.181,533.017,1
222.433,299.85,0
394.88,493.37,2
440.45,139.269,4
441.94,445.382,1
185.674,263.96,0
450.433,468.506,1
421.954,45.2704,4
191.508,216.369,0
244.228,258.139,0
308.136,506.81,2
371.882,111.205,3
343.053,86.9147,3
472.689,473.729,1
338.107,35.5989,3
361.166,80.1718,3
390.237,86.5235,3
416.788,461.83,1
206.336,305.191,0
404.03,490.875,2
448.183,138.174,4
232.156,277.793,0
343.275,153.965,3
368.399,460.821,2
388.627,551.087,2
188.997,317.077,0
187.004,262.63,0
418.688,482.486,2
502.046,124.858,4
216.036,295.521,0
446.023,110.417,4
198.298,249.76,0
435.936,517.107,2
140.532,296.612,0
395.541,488.042,2
319.218,541.19,2
443.111,107.674,4
466.276,126.497,4
382.434,67.6445,3
251.931,342.641,0
204.522,326.807,0
294.392,311.069,0
214.078,261.078,0
477.929,150.049,4
442.284,150.401,4
451.467,468.957,1
368.019,180.629,3
451.848,474.392,1
452.55,541.583,1
420.2,126.524,4
426.17,226.043,4
303.955,468.7,2
184.368,244.212,0
375.126,491.378,2
449.313,472.228,1
488.218,469.291,1
358.942,76.1712,3
500.828,191.853,4
480.652,82.7007,4
506.023,202.409,4
283.323,96.629,3
322.341,507.972,2
386.793,489.291,2
183.111,323.286,0
386.172,77.901,3
207.965,300.137,0
470.847,461.934,1
424.791,133.833,4
206.065,304.778,0
466.42,495.155,1
459.113,486.386,1
522.22,434.498,1
428.446,414.061,1
449.726,468.442,1
452.274,469.149,1
476.731,512.483,1
394.183,551.127,2
217.32,387.205,0
521.948,175.094,4
452.117,439.224,1
263.281,303.713,0
483.228,463.635,1
302.852,274.671,0
436.557,114.302,4
171.051,360.936,0
280.322,46.6084,3
109.907,311.347,0
454.627,468.124,1
457.356,122.412,4
453.236,104.291,4
451.199,468.697,1
470.009,447.578,1
465.258,416.231,1
491.836,68.0854,4
366.637,52.5428,3
425.265,478.265,1
266.061,331.404,0
451.121,108.178,4
384.883,408.828,2
426.857,529.116,2
359.707,83.6807,3
459.342,467.358,1
484.112,386.225,1
384.636,507.799,2
463.261,519.163,1
441.638,462.87,1
457.986,454.511,1
468.639,520.329,1
428.551,68.8975,4
365.047,493.583,2
463.985,471.962,1
346.356,78.8826,3
379.682,75.5466,3
219.044,348.993,0
376.74,438.797,2
365.176,75.3555,3
499.644,446.64,1
343.9,103.441,3
429.177,485.174,1
200.509,294.011,0
419.014,141.593,4
487.6,550.42,1
204.097,228.022,0
157.609,302.78,0
321.054,104.3,3
153.049,331.546,0
458.995,115.778,4
406.653,58.2833,3
402.322,534.828,2
356.862,121.014,3
484.303,498.566,1
404.474,423.82,1
393.113,164.802,4
392.325,511.254,2
453.146,480.98,1
385.566,425.455,2
410.03,216.536,4
440.622,476.925,1
376.814,489.969,2
515.711,154.89,4
492.136,486.523,1
414.615,204.393,4
457.29,436.592,1
263.295,247.588,0
446.617,480.287,1
389.542,185.556,4
254.695,323.063,0
135.335,341.284,0
530.054,115.037,4
443.165,480.488,1
387.315,489.771,2
383.711,511,2
385.333,495.098,2
430.923,128.821,4
263.555,321.209,0
403.98,493.556,2
377.502,479.44,2
466.431,485.736,1
247.852,363.293,0
291.502,74.795,3
450.462,465.592,1
195.821,335.874,0
188.077,308.517,0
488.931,199.379,4
475.989,164.307,4
415.886,197.821,4
216.165,314.462,0
456.228,401.76,1
322.094,532.668,2
271.286,381.37,0
419.638,498.303,2
435.998,136.25,4
377.949,80.13,3
424.862,135.015,4
208.781,302.164,0
297.282,172.619,3
441.781,466.054,1
460.318,508.208,1
397.228,521.385,2
389.088,102.335,3
446.63,415.814,1
510.82,500.591,1
261.895,335.827,0
258.542,316.791,0
440.899,120.09,4
228.842,286.525,0
408.992,546.13,2
366.509,123.129,3
397.64,167.622,4
190.507,342.902,0
507.655,129.849,4
221.95,261.49,0
398.976,125.223,4
362.678,93.3832,3
280.09,338.351,0
443.726,520.137,1
212.086,271.77,0
461.887,428.859,1
449.312,505.666,1
403.089,504.946,2
463.943,542.078,1
415.676,462.446,1
453.125,433.35,1
510.246,84.8295,4
497.074,148.83,4
451.61,489.807,1
360.406,447.531,2
396.384,448.784,2
145.545,312.257,0
369.615,113.833,3
446.085,470.662,1
406.667,118.068,4
468.031,405.677,1
413.084,103.605,4
210.379,304.39,0
214.669,295.375,0
421.171,217.616,4
249.779,309.821,0
347.829,44.0597,3
435.63,132.252,4
505.37,454.927,1
340.587,94.2878,3
447.594,133.67,4
232.787,390.006,0
445.679,197.616,4
439.241,175.985,4
215.966,347.467,0
397.95,496.615,2
424.631,439.421,1
263.743,387.57,0
410.945,80.8844,4
446.594,146.556,4
405.052,492.879,2
427.798,145.909,4
477.857,490.013,1
450.945,66.4695,4
541.283,469.271,1
466.168,397.046,1
420.871,388.248,1
526.192,495.959,1
485.389,501.417,1
449.633,521.552,1
308.88,30.4714,3
394.318,497.648,2
228.693,313.28,0
427.369,473.426,1
368.398,102.742,3
474.33,99.3582,4
403.643,144.301,4
404.483,71.5021,3
377.734,422.398,2
327.432,105.146,3
271.699,100.063,3
389.881,461.988,2
463.381,483.156,1
392.314,507.038,2
357.069,122.543,3
279.908,345.358,0
204.554,282.654,0
426.015,457.136,1
264.107,350.029,0
178.226,347.017,0
392.438,571.013,2
442.027,115.828,4
451.612,469.141,1
383.741,521.459,2
473.852,452.095,1
426.985,73.8448,4
441.52,129.922,4
263.254,282.174,0
436.383,552.438,2
379.741,120.225,3
419.493,206.991,4
238.005,312.994,0
429.393,470.191,1
228.179,253.641,0
181.628,233.073,0
381.774,456.209,2
401.074,503.696,2
449.109,137.076,4
442.099,91.8327,4
479.304,84.8503,4
219.799,389.921,0
341.202,513.884,2
431.425,95.6357,4
205.285,304.913,0
209.062,308.684,0
150.11,303.669,0
375.844,522.221,2
337.6,123.499,3
397.858,168.01,4
473.817,162.862,4
229.717,294.893,0
459.489,447.909,1
383.688,149.407,3
500.627,449.743,1
432.349,89.6268,4
423.326,57.2821,4
449.874,533.491,1
449.264,82.5192,4
454.553,143.152,4
392.557,477.535,2
188.447,308.674,0
341.402,135.448,3
369.351,174.944,3
433.417,461.712,1
372.62,496.744,2
199.619,310.995,0
481.858,474.16,1
427.152,499.528,2
497.558,447.036,1
392.787,123.95,3
326.774,456.048,2
416.817,506.351,2
302.752,47.3553,3
392.637,566.349,2
455.407,548.428,1
405.03,414.61,1
270.961,321.339,0
408.768,91.8499,4
459.055,474.569,1
406.937,151.868,4
395.466,499.243,2
297.419,341.123,0
349.849,509.974,2
345.858,452.517,2
383.509,416.766,2
499.639,425.837,1
416.012,446.282,1
506.543,418.354,1
244.514,302.697,0
447.078,578.034,2
191.097,301.506,0
210.042,304.777,0
507.582,524.156,1
342.808,436.264,2
505.198,120.843,4
349.125,494.578,2
494.551,65.5287,4
401.908,483.214,2
469.878,88.5706,4
437.75,137.283,4
399.681,94.9322,3
468.004,107.83,4
164.792,301.915,0
428.88,144.483,4
432.016,143.078,4
437.485,129.343,4
207.275,258.11,0
519.365,413.625,1
380.537,74.8815,3
410.69,551.806,2
428.911,125.445,4
443.741,183.222,4
520.593,414.121,1
373.755,185.973,4
273.844,309.654,0
221.302,303.022,0
454.27,100.171,4
451.971,467.394,1
433.297,456.726,1
387.98,140.058,3
401.086,468.801,2
462.117,141.195,4
427.917,133.973,4
450.936,489.987,1
380.671,453.848,2
118.479,289.06,0
320.025,125.439,3
360.724,160.06,3
406.7,502.697,2
520.676,83.1252,4
484.888,116.64,4
306.147,103.774,3
510.273,542.162,1
488.49,125.561,4
419.38,149.727,4
427.619,480.035,1
386.343,541.017,2
420.338,58.3402,4
456.643,182.967,4
456.31,530.927,1
354.265,171.765,3
332.204,548.606,2
402.379,111.408,4
440.773,86.7103,4
462.544,475.574,1
398.435,501.727,2
395.199,458.391,2
522.13,151.463,4
387.662,460.642,2
377.266,166.11,3
404.51,482.697,2
128.296,348.592,0
402.552,494.283,2
344.548,70.2738,3
195.167,312.813,0
391.666,157.738,4
210.043,319.126,0
247.278,350.428,0
239.4,303.234,0
193.019,386.886,0
509.457,507.228,1
455.037,470.288,1
350.643,173.916,3
210.619,307.212,0
318.773,88.4441,3
394.449,488.929,2
464.589,509.18,1
197.45,400.988,0
442.992,447.724,1
392.049,83.5318,3
492.251,489.699,1
456.698,536.154,1
239.149,305.125,0
209.325,305.023,0
313.357,501.565,2
440.56,77.5411,4
455.82,393.191,1
229.04,300.013,0
406.089,37.8966,3
339.75,149.432,3
207.519,304.865,0
216.482,330.022,0
429.303,487.822,1
429.854,475.256,1
421.708,415.214,1
357.662,93.7446,3
287.844,111.349,3
371.284,193.198,4
161.673,224.752,0
405.38,427.37,1
340.482,108.118,3
298.205,495.706,2
454.257,463.211,1
363.379,107.464,3
446.594,464.906,1
412.594,178.506,4
391.959,31.8583,3
307.995,149.266,3
487.208,403.421,1
172.986,226.945,0
386.698,549.72,2
396.233,519.966,2
177.232,370.483,0
177.552,386.541,0
428.213,489.897,1
209.425,302.481,0
434.094,539.983,2
409.406,578.73,2
283.967,142.817,3
417.081,487.187,2
509.492,490.382,1
404.673,407.66,1
223.901,312.387,0
438.245,448.466,1
382.615,106.672,3
239.802,319.879,0
256.609,286.126,0
415.775,153.309,4
383.133,463.914,2
363.307,502.643,2
431.902,156.7,4
372.739,468.08,2
184.81,299.208,0
453.232,122.342,4
492.498,453.435,1
275.696,292.753,0
209.701,228.597,0
444.745,134.074,4
319.066,97.215,3
510.227,444.336,1
446.189,556.366,2
406.772,117.377,4
459.508,428.269,1
382.832,150.51,3
470.648,94.26,4
202.747,320.888,0
270.429,382.915,0
356.242,488.732,2
322.221,85.6631,3
476.716,490.396,1
200.116,265.716,0
350.984,118.342,3
417.696,490.249,2
278.843,288.47,0
287.636,51.4424,3
400.718,493.026,2
489.279,473.3,1
433.807,538.659,2
202.848,374.349,0
445.322,112.159,4
450.329,465.22,1
432.286,492.999,1
443.041,471.051,1
235.774,236.155,0
384.507,82.7323,3
300.133,327.843,0
450.954,519.41,1
218.592,249.146,0
381.385,157.412,3
254.584,309.101,0
366.192,121.294,3
246.717,326.207,0
517.845,527.804,1
301.059,112.105,3
406.319,139.49,4
413.877,438.75,1
398.821,494.8,2
304.729,47.2105,3
532.412,153.169,4
427.542,473.021,1
395.494,160.789,4
512.935,77.7332,4
333.728,98.9253,3
403.189,153.62,4
314.236,95.2284,3
354.7,569.416,2
502.868,86.3328,4
444.289,478.491,1
389.639,53.1207,3
492.142,490.479,1
358.041,497.137,2
371.943,90.3899,3
426.886,514.953,2
367.596,59.0982,3
340.646,572.618,2
171.571,301.949,0
180.246,306.747,0
